10	2	20.96979	20.9000854
10	4	16.6355332	9.88182
10	6	8.1368858	6.2965392
20	2	42.4023804	42.1380968
20	4	42.6967334	34.4288856
20	6	32.1598554	15.5164244
30	2	63.6383416	62.7852722
30	4	61.8934724	60.7313454
30	6	58.7795762	33.1913578
40	2	86.8157972	86.7741682
40	4	83.255684	82.1047914
40	6	82.844078	63.3659158

